time,az (m/s^2)
3.257242,-0.3592
3.261947,-0.1868
3.262449,-0.3615
3.262895,-0.5745
3.266422,-0.4812
3.267701,-0.2777
3.271012,-0.4213
3.275198,-0.5816
3.276421,-0.4477
3.278889,-0.2012
3.280784,-0.2634
3.284306,-0.498
3.286765,-0.4286
3.287013,-0.1773
3.290042,-0.1773
3.292329,-0.4357
3.296109,-0.486
3.298177,-0.2993
3.301189,-0.3639
3.301458,-0.6127
3.305682,-0.6511
3.307602,-0.3448
3.310424,-0.2131
3.313788,-0.3759
3.31415,-0.4166
3.31695,-0.2539
3.319799,-0.1724
3.322112,-0.4763
3.325012,-0.5816
3.326872,-0.3878
3.329177,-0.2848
3.331578,-0.4691
3.333708,-0.6271
3.335644,-0.438
3.342656,-0.2561
3.34315,-0.4188
3.343455,-0.5194
3.346021,-0.3926
3.349068,-0.1579
3.350369,-0.3613
3.353139,-0.6222
3.355802,-0.5815
3.359196,-0.3589
3.360119,-0.4211
3.364192,-0.5456
3.365889,-0.3877
3.368854,-0.1053
3.370091,-0.1053
3.373788,-0.3495
3.374588,-0.3735
3.379204,-0.213
3.379779,-0.3183
3.38418,-0.6293
3.384864,-0.7322
3.388785,-0.5384
3.389359,-0.3924
3.395944,-0.5025
3.396624,-0.4906
3.397507,-0.1963
3.400015,-0.0838
3.404017,-0.3518
3.404616,-0.5433
3.409148,-0.438
3.409855,-0.3828
3.411418,-0.6006
3.413703,-0.6796
3.416232,-0.3733
3.419014,-0.0932
3.421877,-0.2057
3.427261,-0.3135
3.428456,-0.1963
3.429279,-0.0717
3.430936,-0.3253
3.433145,-0.6771
3.43658,-0.6628
3.437529,-0.4378
3.445397,-0.5072
3.446198,-0.6316
3.446615,-0.5
3.449794,-0.2392
3.450577,-0.2894
3.452642,-0.5359
3.455589,-0.4714
3.460603,-0.2249
3.4615,-0.2799
3.462386,-0.4953
3.464795,-0.4475
3.46756,-0.1747
3.470109,-0.1483
3.471722,-0.3517
3.476403,-0.4786
3.477379,-0.3326
3.480325,-0.3301
3.481384,-0.6077
3.484873,-0.7872
3.487215,-0.5742
3.490478,-0.3995
3.493328,-0.5024
3.4978,-0.548
3.498159,-0.2871
3.499263,-0.1507
3.501671,-0.3684
3.503494,-0.5097
3.506631,-0.3135
3.508361,-0.1339
3.514414,-0.2918
3.514878,-0.5766
3.516262,-0.5287
3.518444,-0.4018
3.521092,-0.5525
3.526375,-0.744
3.526868,-0.5239
3.528487,-0.1146
3.530674,-0.0907
3.53347,-0.311
3.534772,-0.4115
3.53762,-0.3469
3.549066,-0.5143
3.549695,-0.7584
3.550101,-0.6627
3.550504,-0.3061
3.550899,-0.1721
3.552791,-0.3206
3.555055,-0.3254
3.557532,-0.1507
3.559353,-0.1865
3.562708,-0.4808
3.564806,-0.6723
3.567586,-0.5454
3.5689,-0.4472
3.573746,-0.6291
3.574254,-0.6866
3.576476,-0.342
3.580282,-0.0859
3.581647,-0.2175
3.584518,-0.3277
3.586603,-0.177
3.590146,-0.1195
3.592506,-0.4043
3.59643,-0.6723
3.596775,-0.5862
3.597992,-0.4042
3.601138,-0.4712
3.60255,-0.6172
3.606573,-0.4856
3.60788,-0.2367
3.610518,-0.3204
3.612476,-0.5837
3.615791,-0.5095
3.617625,-0.2247
3.619931,-0.2439
3.623001,-0.433
3.626074,-0.3374
3.627217,-0.1387
3.630302,-0.2654
3.631987,-0.5933
3.63497,-0.6795
3.636766,-0.4234
3.640006,-0.3324
3.641573,-0.5526
3.644701,-0.5742
3.646619,-0.3493
3.649978,-0.2439
3.653022,-0.4641
3.655782,-0.5599
3.658437,-0.3206
3.659324,-0.165
3.661277,-0.3636
3.664084,-0.5288
3.666051,-0.4043
3.669194,-0.3301
3.671073,-0.5478
3.67398,-0.7728
3.675488,-0.5646
3.677975,-0.3014
3.680851,-0.3899
3.683526,-0.5192
3.6854,-0.2752
3.688967,-0.0213
3.690198,-0.1553
3.695659,-0.4234
3.695908,-0.476
3.698029,-0.3467
3.700017,-0.5142
3.702705,-0.8061
3.705917,-0.744
3.707682,-0.3994
3.709849,-0.2821
3.712866,-0.3588
3.714544,-0.2751
3.717393,0.0074
3.719285,-0.0858
3.722822,-0.5189
3.724081,-0.7128
3.728314,-0.5237
3.729443,-0.4136
3.732335,-0.5692
3.73409,-0.5525
3.737104,-0.2869
3.740336,-0.1743
3.741754,-0.3969
3.74631,-0.5453
3.747014,-0.3659
3.748413,-0.1408
3.752081,-0.3155
3.753735,-0.5261
3.75721,-0.44
3.759091,-0.3274
3.762459,-0.5738
3.763051,-0.7725
3.765762,-0.5572
3.768081,-0.2222
3.770846,-0.227
3.773726,-0.3252
3.775895,-0.251
3.778126,-0.1288
3.780384,-0.3058
3.782361,-0.6337
3.78572,-0.6792
3.787469,-0.4111
3.790159,-0.4254
3.792113,-0.6025
3.795033,-0.5428
3.797429,-0.258
3.799637,-0.1861
3.802095,-0.435
3.80482,-0.4638
3.806891,-0.246
3.80951,-0.2938
3.813318,-0.5594
3.814213,-0.6862
3.816554,-0.4397
3.819041,-0.2937
3.821205,-0.4756
3.824441,-0.5833
3.826514,-0.3489
3.829665,-0.1909
3.831073,-0.3632
3.833605,-0.5331
3.835799,-0.3848
3.840042,-0.1956
3.84087,-0.411
3.843679,-0.6192
3.846074,-0.5403
3.849058,-0.3775
3.850675,-0.5593
3.85377,-0.7508
3.856228,-0.5068
3.858298,-0.1478
3.860914,-0.1933
3.862448,-0.3943
3.865037,-0.3848
3.8676,-0.2507
3.869772,-0.3559
3.87288,-0.624
3.87458,-0.6312
3.877227,-0.332
3.879329,-0.2792
3.882002,-0.5401
3.884093,-0.5641
3.886987,-0.3033
3.889161,-0.2817
3.89472,-0.5354
3.895058,-0.5618
3.898538,-0.3297
3.898889,-0.2554
3.902578,-0.49
3.905153,-0.5594
3.908544,-0.3297
3.908962,-0.1429
3.912553,-0.3726
3.915269,-0.6215
3.916236,-0.5019
3.918358,-0.3487
3.924245,-0.4755
3.924546,-0.5617
3.925878,-0.3703
3.928057,-0.1454
3.931497,-0.2435
3.932834,-0.4876
3.935974,-0.4422
3.938282,-0.2769
3.940882,-0.5162
3.944447,-0.7627
3.945586,-0.5881
3.947942,-0.2554
3.950103,-0.2553
3.952046,-0.4828
3.957926,-0.4828
3.958213,-0.2172
3.96113,-0.2434
3.963031,-0.5187
3.965512,-0.612
3.967055,-0.3679
3.969505,-0.3438
3.972575,-0.5664
3.974518,-0.5976
3.976643,-0.2984
3.980351,-0.2314
3.981423,-0.4564
3.984421,-0.4828
3.986634,-0.1957
3.990226,-0.0951
3.991656,-0.3679
3.995004,-0.6001
3.995831,-0.5307
3.999131,-0.4516
4.001137,-0.6
4.003667,-0.6742
4.006161,-0.423
4.008481,-0.1573
4.01132,-0.2578
4.013277,-0.4948
4.015511,-0.5067
4.018645,-0.3894
4.02094,-0.5569
4.024005,-0.6431
4.025702,-0.38
4.028207,0.0174
4.030629,-0.0327
4.033865,-0.4156
4.034782,-0.552
4.037679,-0.4299
4.039993,-0.5375
4.043668,-0.8151
4.044575,-0.717
4.048397,-0.3916
4.049871,-0.1308
4.052042,-0.2673
4.054363,-0.3345
4.057161,-0.1549
4.06052,-0.1619
4.06675,-0.5975
4.066981,-0.8152
4.067122,-0.5759
4.06887,-0.4226
4.07241,-0.6045
4.076929,-0.607
4.077197,-0.296
4.079171,-0.0567
4.082196,-0.2386
4.085893,-0.4182
4.086141,-0.3655
4.089266,-0.2625
4.091115,-0.5449
4.095157,-0.7267
4.096128,-0.6047
4.09905,-0.3485
4.101249,-0.4251
4.102767,-0.6046
4.105899,-0.4539
4.110165,-0.1643
4.110416,-0.2576
4.113612,-0.5209
4.116339,-0.5138
4.118551,-0.241
4.120554,-0.2385
4.12389,-0.5281
4.126731,-0.631
4.127113,-0.4107
4.130856,-0.4202
4.132614,-0.595
4.135468,-0.5783
4.138128,-0.2863
4.142496,-0.1619
4.148636,-0.3941
4.149171,-0.4612
4.149605,-0.2554
4.150022,-0.1906
4.152198,-0.5208
4.154819,-0.7171
4.157458,-0.4634
4.161045,-0.2886
4.163907,-0.5351
4.164191,-0.6453
4.166428,-0.3773
4.16953,-0.181
4.171492,-0.3414
4.174765,-0.5185
4.180635,-0.4204
4.181009,-0.2576
4.181219,-0.3821
4.184784,-0.6142
4.186962,-0.485
4.1887,-0.2384
4.19117,-0.3437
4.195322,-0.6524
4.195824,-0.5855
4.199082,-0.3054
4.201672,-0.3317
4.202809,-0.5687
4.20718,-0.4779
4.209059,-0.0926
4.209925,-0.0901
4.213203,-0.4156
4.215509,-0.576
4.217622,-0.4156
4.219443,-0.4227
4.224008,-0.6357
4.224552,-0.6669
4.229112,-0.2792
4.229604,-0.066
4.233715,-0.303
4.235821,-0.4993
4.239324,-0.3988
4.239805,-0.303
4.246267,-0.5662
4.246842,-0.6118
4.247187,-0.2194
4.249788,0.0034
4.253068,-0.2742
4.255845,-0.5446
4.260123,-0.5015
4.260741,-0.4607
4.262278,-0.6641
4.26359,-0.7336
4.267388,-0.4035
4.268921,-0.0301
4.27211,0.0034
4.276613,-0.2887
4.277259,-0.4227
4.27878,-0.3723
4.281245,-0.5422
4.28272,-0.8389
4.286178,-0.6738
4.287394,-0.3484
4.29129,-0.2527
4.293629,-0.2935
4.296085,-0.2912
4.298071,-0.0878
4.299858,-0.1068
4.30211,-0.4012
4.307191,-0.6118
4.307766,-0.4012
4.314728,-0.3557
4.315107,-0.5902
4.315369,-0.6477
4.317425,-0.2911
4.321309,-0.0946
4.32173,-0.3004
4.325604,-0.5469
4.327594,-0.4704
4.331898,-0.3052
4.332291,-0.4751
4.334887,-0.5781
4.337472,-0.2887
4.342453,0.0609
4.34295,-0.1425
4.34511,-0.5637
4.346819,-0.5924
4.350014,-0.4487
4.351451,-0.6568
4.354269,-0.7359
4.355923,-0.3268
4.358959,0.1567
4.360747,0.0322
4.365156,-0.3914
4.365516,-0.5733
4.369379,-0.4727
4.371074,-0.5779
4.376331,-0.6761
4.377112,-0.48
4.378054,-0.0348
4.380493,-0.0251
4.383247,-0.3555
4.38732,-0.5159
4.387892,-0.3459
4.392286,-0.2908
4.393176,-0.4655
4.396373,-0.5063
4.399018,-0.2575
4.399642,-0.1377
4.402317,-0.4153
4.404312,-0.6139
4.410044,-0.3794
4.410705,-0.1662
4.414043,-0.3792
4.414651,-0.5396
4.418428,-0.42
4.419014,-0.274
4.4274,-0.451
4.428028,-0.6258
4.428418,-0.4153
4.428867,-0.0945
4.432791,-0.1949
4.433575,-0.3626
4.438262,-0.3339
4.438627,-0.1638
4.44238,-0.348
4.444181,-0.6185
4.447025,-0.5683
4.448191,-0.2978
4.450923,-0.2906
4.453192,-0.4606
4.456739,-0.4703
4.457804,-0.1784
4.460943,-0.1424
4.464831,-0.3626
4.466586,-0.3771
4.467758,-0.1425
4.471255,-0.1185
4.474576,-0.4631
4.475066,-0.5876
4.477065,-0.3411
4.481349,-0.219
4.48303,-0.3602
4.487727,-0.3412
4.488197,-0.1355
4.493218,0.037
4.493894,-0.2454
4.495873,-0.5517
4.496402,-0.456
4.500417,-0.2907
4.502122,-0.506
4.505432,-0.5994
4.509496,-0.3434
4.51113,-0.0752
4.51161,-0.2643
4.514649,-0.4606
4.516551,-0.3242
4.518668,-0.1303
4.520586,-0.3265
4.524959,-0.5252
4.526424,-0.4726
4.529203,-0.2021
4.531445,-0.2618
4.533602,-0.482
4.535591,-0.3888
4.539946,-0.1302
4.540466,-0.1972
4.546667,-0.5371
4.5474,-0.5659
4.55,-0.2835
4.550649,-0.1878
4.554671,-0.3147
4.555178,-0.2885
4.557898,-0.0706
4.564335,-0.1399
4.564895,-0.4869
4.565247,-0.6904
4.568828,-0.4918
4.569292,-0.2213
4.572784,-0.2477
4.576627,-0.3101
4.577306,-0.0612
4.579757,0.0347
4.582421,-0.3457
4.58487,-0.6545
4.58739,-0.5013
4.591632,-0.2523
4.592226,-0.3552
4.598999,-0.4223
4.599531,-0.219
4.599955,0.0683
4.602812,-0.1279
4.604246,-0.4367
4.607907,-0.341
4.608538,-0.068
4.61574,-0.2259
4.616262,-0.4461
4.616746,-0.3697
4.617994,-0.0896
4.62215,-0.1182
4.62647,-0.3432
4.627095,-0.3791
4.62755,-0.111
4.630853,-0.1396
4.633169,-0.4675
4.636277,-0.5538
4.637332,-0.1877
4.644923,-0.0703
4.645595,-0.2403
4.646033,-0.2739
4.648159,-0.0441
4.650304,-0.0822
4.652993,-0.4244
4.655818,-0.6614
4.658113,-0.4245
4.665271,-0.1013
4.665624,-0.0822
4.665873,-0.1805
4.667153,-0.0226
4.670363,0.004
4.671137,-0.4124
4.67486,-0.8
4.67688,-0.6469
4.685077,-0.2305
4.685394,-0.1683
4.685592,-0.147
4.685817,-0.0035
4.689825,0.109
4.690756,-0.1805
4.694095,-0.5657
4.695541,-0.6184
4.699241,-0.3025
4.700503,-0.1924
4.704149,-0.3242
4.706497,-0.1879
4.708198,0.1376
4.710799,0.042
4.713439,-0.3696
4.715642,-0.5682
4.717586,-0.3361
4.719752,-0.2116
4.723902,-0.372
4.72551,-0.329
4.728425,-0.061
4.732305,0.0085
4.733101,-0.2524
4.736357,-0.3602
4.739574,-0.1496
4.73993,-0.0034
4.744407,-0.3145
4.744881,-0.5013
4.747503,-0.2524
4.749157,-0.0775
4.752648,-0.178
4.753946,-0.3552
4.757496,-0.2284
4.76279,-0.0582
4.763153,-0.331
4.76361,-0.6063
4.767114,-0.3886
4.76812,-0.0056
4.772079,-0.02
4.775243,-0.1661
4.777246,-0.0849
4.778866,0.0062
4.78116,-0.1828
4.782903,-0.5178
4.78663,-0.4605
4.788447,-0.1277
4.7925,-0.0559
4.793208,-0.2618
4.795367,-0.1831
4.797534,0.0635
4.801601,0.0708
4.802158,-0.2834
4.806875,-0.4367
4.807445,-0.2237
4.810587,-0.0489
4.812699,-0.1757
4.815737,-0.2476
4.818159,-0.0992
4.819981,-0.0966
4.82397,-0.3862
4.826319,-0.4701
4.826836,-0.1064
4.83034,0.1737
4.832373,-0.0393
4.834488,-0.3456
4.837788,-0.2858
4.843418,-0.0821
4.844014,-0.2759
4.844385,-0.4961
4.846861,-0.3501
4.848838,-0.1107
4.851883,-0.1466
4.8543,-0.3764
4.857476,-0.2305
4.859831,0.0161
4.864722,-0.1275
4.865194,-0.4172
4.867278,-0.3383
4.868375,-0.027
4.87087,-0.0844
4.877749,-0.3525
4.878356,-0.4124
4.878682,-0.1611
4.881276,-0.1634
4.884014,-0.3598
4.886949,-0.2666
4.889217,0.0015
4.894302,-0.02
4.894964,-0.3263
4.895362,-0.5058
4.897945,-0.2738
4.899483,-0.0535
4.903296,-0.1255
4.904971,-0.1423
4.909202,-0.0418
4.909779,-0.0057
4.91226,-0.2642
4.916319,-0.4677
4.916883,-0.2475
4.91911,0.0589
4.923149,-0.0584
4.924044,-0.2332
4.926852,-0.0944
4.928771,0.0637
4.93156,-0.1492
4.933549,-0.4173
4.936776,-0.3144
4.938207,-0.0103
4.941634,-0.0893
4.94312,-0.2784
4.946455,-0.1517
4.947949,0.1331
4.950719,0.0303
4.953642,-0.123
4.956742,-0.1016
4.958278,0.1353
4.96134,0.1043
4.96264,-0.1949
4.965881,-0.2524
4.967912,0.0373
4.970222,0.0159
4.973727,-0.2211
4.976216,-0.3098
4.977743,-0.0346
4.98032,0.133
4.982656,-0.0921
4.985061,-0.2334
4.987557,0.0107
4.989663,0.0587
4.993116,-0.1925
4.995461,-0.3816
4.996729,-0.2213
5.000573,-0.0128
5.001838,-0.209
5.005401,-0.3192
5.009394,-0.0728
5.010982,0.2455
5.011492,0.0852
5.014513,-0.2212
5.015948,-0.2068
5.019558,-0.0822
5.0217,-0.1922
5.02488,-0.3598
5.027276,-0.1541
5.028984,0.0829
5.031197,-0.051
5.033624,-0.3694
5.036042,-0.3049
5.038729,0.0039
5.040616,0.0517
5.043587,-0.1255
5.045503,-0.207
5.048595,-0.0491
5.050661,-0.0682
5.053591,-0.3386
5.0554,-0.3363
5.058237,-0.0492
5.059846,0.14
5.062622,-0.1305
5.064568,-0.1953
5.068418,-0.0134
5.069849,0.0322
5.072984,-0.2095
5.074346,-0.3245
5.077636,-0.0112
5.079231,0.2736
5.082855,0.1276
5.084414,-0.0305
5.087235,0.0342
5.089931,0.063
5.092012,-0.1332
5.094023,-0.3629
5.096425,-0.193
5.098747,0.0943
5.101584,-0.035
5.104,-0.1117
5.108872,0.0414
5.109135,0.1731
5.111309,0.0033
5.113762,-0.3127
5.116222,-0.2218
5.118388,0.1611
5.120742,0.2257
5.124358,0.0174
5.125747,-0.1023
5.127887,-0.0209
5.131175,0.0056
5.133181,-0.162
5.135538,-0.0449
5.137589,0.2853
5.140764,0.3524
5.14231,0.0171
5.14597,-0.1098
5.147552,0.0865
5.150964,0.0938
5.151907,-0.2054
5.155409,-0.3754
5.159284,-0.0451
5.159587,0.2062
5.162528,0.0315
5.164855,-0.1863
5.167193,-0.0428
5.170475,0.1631
5.171818,-0.0643
5.174228,-0.1983
5.17625,-0.0548
5.179965,0.1463
5.181217,0.0171
5.184476,-0.1936
5.186499,-0.0524
5.189957,0.1535
5.190878,-0.0498
5.195364,-0.3154
5.195777,-0.2676
5.199333,0.1392
5.20057,0.1967
5.204142,-0.1026
5.206606,-0.1554
5.208953,0.0767
5.212295,0.0839
5.213806,-0.0382
5.215524,-0.0647
5.218554,0.1004
5.219942,0.1316
5.222961,-0.1508
5.225086,-0.2083
5.228736,0.0549
5.229921,0.1124
5.233081,-0.0336
5.234594,-0.1582
5.238047,0.0931
5.240426,0.2965
5.24342,0.0189
5.245202,-0.2276
5.247891,-0.1055
5.249514,0.0764
5.254326,0.0189
5.254567,-0.0218
5.257826,0.1744
5.259421,0.2797
5.262528,0.0189
5.264311,-0.2515
5.266581,-0.0146
5.268753,0.1936
5.271202,0.1769
5.274288,-0.0601
5.276781,-0.0003
5.279789,0.1385
5.281319,-0.0122
5.283216,-0.2634
5.286604,-0.2419
5.287924,0.0309
5.291306,0.1817
5.29296,0.2031
5.296746,0.2055
5.297785,0.2295
5.300881,0.0142
5.303489,-0.3352
5.306163,-0.2372
5.307345,0.1696
5.311936,0.3443
5.312989,0.1193
5.315921,-0.034
5.317222,0.1
5.320896,0.2077
5.322807,-0.01
5.325502,-0.2972
5.328977,-0.125
5.330506,0.1359
5.331788,0.0091
5.33493,-0.0964
5.336588,0.1214
5.340611,0.265
5.341679,0.1142
5.34471,-0.0822
5.347323,0.1332
5.34959,0.3127
5.35168,-0.0199
5.354635,-0.2138
5.356442,-0.1205
5.359029,0.083
5.362658,0.2075
5.365163,-0.0295
5.366298,-0.0416
5.368943,0.236
5.370873,0.1834
5.373886,-0.044
5.375938,-0.0512
5.378739,0.1307
5.381897,0.1355
5.383856,-0.0752
5.385134,-0.0609
5.38882,0.2885
5.390958,0.212
5.39314,-0.0513
5.395415,-0.0753
5.398219,0.2022
5.400329,0.3674
5.403412,0.0874
5.40503,-0.1998
5.407457,-0.0969
5.409406,0.0491
5.414503,-0.0442
5.414767,-0.1303
5.417799,0.0659
5.419297,0.2335
5.423668,-0.0154
5.424026,-0.1878
5.428314,-0.0561
5.429042,0.1258
5.431527,0.0205
5.434394,-0.0012
5.436919,0.1328
5.439881,0.1975
5.442052,0.0612
5.445936,-0.2404
5.447427,-0.25
5.448293,0.0707
5.451747,0.1808
5.453124,0.0755
5.456775,0.0156
5.458241,0.1784
5.46245,0.0947
5.462857,-0.2164
5.465991,-0.2882
5.46838,0.0349
5.471042,0.121
5.473367,-0.0322
5.475698,0.0873
5.479462,0.2668
5.480695,0.2788
5.482714,-0.0968
5.485752,-0.4056
5.486954,-0.1495
5.492018,0.1352
5.492344,0.1376
5.495553,0.0896
5.497403,0.2739
5.502458,0.384
5.502738,-0.0491
5.504891,-0.3434
5.507403,-0.1687
5.512075,0.0491
5.514352,0.0323
5.514851,-0.0229
5.5163,0.1589
5.519768,0.3887
5.521164,0.1351
5.524905,-0.2191
5.526265,-0.1114
5.529328,0.1973
5.530664,0.1662
5.534295,-0.0875
5.536474,-0.0062
5.539766,0.2235
5.540527,0.1709
5.545766,-0.1043
5.546007,-0.1474
5.548633,0.0967
5.551036,0.1685
5.553987,0.0416
5.555944,0.0152
5.557825,0.2713
5.560249,0.3407
5.563627,0.087
5.565398,-0.1379
5.568096,0.0152
5.569947,0.1732
5.572748,0.0487
5.574694,-0.028
5.577996,0.1443
5.57944,0.319
5.583078,0.0701
5.58435,-0.1668
5.58784,0.0605
5.590016,0.2711
5.592558,0.051
5.595889,-0.2266
5.597605,-0.0423
5.598815,0.2903
5.60225,0.2425
5.604209,0.0582
5.60658,0.0199
5.608584,0.1778
5.611613,0.0582
5.61353,-0.1284
5.616694,-0.0183
5.618107,0.1947
5.621911,0.1708
5.62425,-0.0829
5.627937,-0.0614
5.628596,0.1445
5.630956,0.1709
5.633748,-0.09
5.635975,-0.1809
5.639311,0.0751
5.640762,0.1852
5.644962,-0.0972
5.646176,-0.1809
5.647372,0.0655
5.651199,0.1948
5.65354,0.0272
5.658376,-0.0853
5.65868,0.0535
5.662287,0.1206
5.662552,-0.0494
5.665205,-0.004
5.667251,0.2496
5.670234,0.4076
5.672719,0.0582
5.675061,-0.2673
5.678544,-0.1189
5.680049,0.1467
5.682014,0.0845
5.683986,-0.0735
5.686295,0.1323
5.689844,0.4457
5.691149,0.362
5.69411,0.0342
5.696629,-0.1621
5.698408,-0.083
5.701222,-0.0997
5.70366,-0.162
5.705597,-0.0137
5.708801,0.3716
5.711392,0.4314
5.713005,0.1825
5.715059,0.0245
5.719021,0.1753
5.720483,0.0964
5.723503,-0.2577
5.724991,-0.2888
5.730168,0.1012
5.730468,0.3262
5.733941,0.1658
5.735216,0.003
5.737592,0.2566
5.74131,0.3308
5.743663,0.082
5.744894,-0.0665
5.747862,0.0341
5.749563,0.1849
5.753191,-0.0424
5.754275,-0.1334
5.758512,0.0437
5.759759,0.3069
5.764348,0.204
5.764746,0.0006
5.769008,-0.0377
5.769415,0.0221
5.77182,-0.0544
5.774899,-0.1717
5.777739,0.0173
5.779141,0.3475
5.781394,0.283
5.785644,0.0197
5.787546,-0.0808
5.791533,0.0485
5.792151,-0.0496
5.793662,-0.1596
5.79642,-0.1286
5.797985,0.149
5.801152,0.2998
5.804642,0.1251
5.80683,-0.0042
5.812478,0.058
5.813281,0.0485
5.813679,-0.1549
5.817144,-0.1837
5.817783,0.1896
5.820321,0.3595
5.823202,0.0843
5.827794,-0.0307
5.828429,0.1703
5.830358,0.1776
5.833242,-0.167
5.836454,-0.282
5.837332,0.0219
5.845597,0.4311
5.84626,0.2995
5.846686,0.065
5.847073,-0.0044
5.851066,0.0578
5.853476,-0.0043
5.855617,-0.1647
5.858253,-0.0977
5.860478,0.1297
5.861852,0.0771
5.865455,0.0483
5.866279,0.2086
5.869824,0.4886
5.870759,0.2517
5.874379,-0.1623
5.875839,-0.2245
5.878292,0.0292
5.880713,0.125
5.884329,-0.021
5.886198,-0.0546
5.889104,0.2733
5.893013,0.4958
5.89897,0.1297
5.899524,-0.1025
5.899935,0.0483
5.900338,0.1823
5.902564,-0.0402
5.905025,-0.0666
5.907967,0.1943
5.911681,0.2756
5.916715,-0.0618
5.917147,-0.1766
5.917556,0.089
5.920819,0.2709
5.922619,0.1775
5.92551,0.0171
5.92751,0.1798
5.929182,0.3761
5.933286,0.2229
5.934628,-0.0905
5.938687,-0.1719
5.939203,0.01
5.945285,0.0268
5.945927,-0.0354
5.946348,0.0794
5.949318,0.29
5.951959,0.1895
5.955008,-0.0068
5.957227,0.0315
5.960461,0.2301
5.964036,0.2086
5.96431,-0.0929
5.967459,-0.1503
5.969146,0.0531
5.971253,0.2446
5.975035,0.0292
5.975561,-0.002
5.977713,0.2876
5.980918,0.3881
5.982777,0.0698
5.98754,-0.1049
5.987979,-0.0067
5.991643,0.101
5.993272,-0.0474
5.995939,0.0004
5.998224,0.2923
6.000859,0.4598
6.002939,0.1344
6.006724,-0.1289
6.007269,-0.0547
6.011249,0.0914
6.011943,-0.0642
6.015069,-0.1312
6.017817,0.1368
6.020324,0.3881
6.022587,0.2493
6.025649,-0.0594
6.026736,-0.0092
6.030068,0.156
6.032505,0.0148
6.033956,-0.0857
6.035916,0.0603
6.038593,0.3905
6.044858,0.4001
6.045533,0.0363
6.045966,-0.1096
6.048963,-0.033
6.052352,0.003
6.053748,-0.0975
6.05576,-0.0019
6.059025,0.4216
6.061396,0.5652
6.065276,0.247
6.065796,-0.0402
6.068479,-0.0018
6.070017,0.0102
6.075143,-0.241
6.075762,-0.3655
6.07917,-0.009
6.080896,0.3811
6.083242,0.3164
6.084491,0.1585
6.087752,0.2997
6.090982,0.3858
6.094003,0.0222
6.094512,-0.4014
6.098188,-0.2961
6.0998,-0.0615
6.102787,-0.0472
6.104945,0.0269
6.107058,0.3332
6.110069,0.4839
6.117236,0.192
6.117773,-0.1861
6.118185,-0.2866
6.118732,-0.1143
6.122589,0.0198
6.125452,-0.0616
6.132102,0.0843
6.132708,0.3882
6.133109,0.2853
6.133502,-0.0928
6.13651,-0.3225
6.138551,-0.1598
6.146137,0.0245
6.146836,0.0508
6.147248,0.2039
6.149819,0.4288
6.150695,0.4097
6.153933,0.0364
6.155827,-0.3082
6.158431,-0.2411
6.160533,-0.0066
6.162269,-0.0999
6.16812,-0.0617
6.168542,0.3426
6.172027,0.5676
6.172469,0.2541
6.176772,-0.1623
6.177357,-0.1144
6.181169,0.0005
6.183202,-0.0713
6.184534,-0.1216
6.187146,0.1703
6.191773,0.4096
6.19227,0.2493
6.199013,-0.0498
6.199452,-0.0403
6.199756,0.1728
6.201494,0.0603
6.203966,-0.0929
6.206293,-0.0212
6.208976,0.2349
6.21681,0.199
6.217398,-0.057
6.217802,-0.0762
6.220309,0.1344
6.22088,0.1464
6.227505,-0.0714
6.228113,-0.0834
6.228505,0.2205
6.230567,0.2851
6.233411,0.053
6.235246,-0.0715
6.237927,0.0697
6.240226,0.2085
6.247325,-0.0189
6.247731,-0.1146
6.247999,0.0888
6.251315,0.3018
6.253494,0.0888
6.255409,-0.1529
6.259294,0.0003
6.262223,0.1941
6.262695,-0.0236
6.265383,-0.2198
6.270002,0.017
6.270478,0.2563
6.277101,0.2181
6.277777,0.0457
6.278172,0.1055
6.280268,0.2683
6.282923,0.0578
6.284491,-0.2341
6.286992,-0.2246
6.289103,0.0554
6.291597,0.1775
6.29371,-0.0236
6.296927,0.0458
6.298978,0.2038
6.30238,0.1679
6.302948,0.0171
6.310076,0.0195
6.310746,0.2636
6.311327,0.278
6.314107,-0.0595
6.316867,-0.2054
6.319644,0.0291
6.322202,0.1512
6.322764,0.0674
6.32737,0.0075
6.32804,0.2229
6.330353,0.388
6.332623,0.1128
6.336956,-0.1217
6.337463,0.0243
6.343104,0.2373
6.343609,0.132
6.346163,-0.0236
6.348538,0.0793
6.351692,0.2445
6.352784,0.0076
6.35433,-0.1336
6.357962,0.0626
6.359191,0.4311
6.361665,0.3091
6.363991,0.0434
6.366147,0.0817
6.370143,0.2014
6.371097,0.0172
6.376883,-0.2556
6.377828,-0.1933
6.378996,0.0986
6.381436,0.1752
6.38461,0.034
6.386491,0.0603
6.389547,0.2469
6.392509,0.1584
6.397067,-0.0737
6.397488,-0.1359
6.400409,0.1177
6.400898,0.2446
6.404599,0.034
6.40712,-0.1025
6.409271,0.0531
6.415231,0.1871
6.41577,0.0028
6.416082,-0.1743
6.419381,0.0602
6.419844,0.2397
6.427529,0.1177
6.428122,-0.1121
6.428445,-0.0116
6.430509,0.2158
6.434645,0.0196
6.43524,-0.1575
6.438835,-0.0427
6.445098,0.2349
6.450078,0.0842
6.450653,-0.1384
6.451209,0.0482
6.451724,0.309
6.452216,0.2277
6.454015,-0.0021
