time,az (m/s^2)
6.458715,-0.0069
6.460923,0.0554
6.462737,-0.0211
6.464166,-0.1767
6.467759,-0.093
6.46814,0.2516
6.471701,0.266
6.473474,0.0698
6.476397,0.0147
6.480598,0.1798
6.481925,0.1679
6.484244,-0.1145
6.487409,-0.1816
6.488437,0.1463
6.492243,0.3856
6.492726,0.2874
6.497269,0.1128
6.497677,0.0912
6.501363,0.0386
6.503394,-0.1935
6.506271,-0.3251
6.509096,0.0218
6.511049,0.3783
6.512286,0.2994
6.516298,0.0983
6.516806,0.1797
6.521199,0.2491
6.524798,-0.0476
6.525347,-0.3563
6.527612,-0.1816
6.530261,0.1941
6.532041,0.1702
6.5351,0.0122
6.536985,0.1127
6.539927,0.2036
6.545358,0.0362
6.545895,-0.1242
6.54622,-0.0476
6.548893,0.1606
6.551399,0.1893
6.554925,-0.0045
6.558543,0.0337
6.55905,0.218
6.56125,0.1726
6.564513,-0.1839
6.566033,-0.294
6.568357,-0.0116
6.571297,0.1583
6.575303,0.108
6.575931,0.1367
6.579674,0.297
6.581345,0.376
6.58372,0.0554
6.586941,-0.2533
6.588428,-0.093
6.592491,0.0554
6.59443,-0.0092
6.594926,-0.0021
6.598237,0.2827
6.600097,0.4167
6.6026,0.1487
6.609124,-0.1265
6.609751,-0.1313
6.610147,0.0865
6.612643,0.0267
6.614825,-0.1025
6.617435,0.1487
6.619523,0.4741
6.622622,0.2755
6.625448,-0.0619
6.628383,-0.1169
6.629835,0.0148
6.636488,-0.0044
6.637176,0.0243
6.6376,0.1918
6.64307,0.443
6.643487,0.3832
6.643883,0.0434
6.649437,-0.1743
6.650062,-0.0163
6.652459,0.089
6.653117,0.0076
6.657157,0.0459
6.686285,0.278
6.687,0.3378
6.687451,0.0315
6.687803,-0.1647
6.688186,0.0244
6.688583,0.1058
6.689062,-0.0043
6.690091,0.0411
6.6905,0.2612
6.690904,0.436
6.691268,0.156
6.691626,-0.1647
6.691976,-0.0809
6.694301,0.1249
6.694724,0.0053
6.694968,-0.1144
6.701853,0.0651
6.702172,0.3187
6.702433,0.18
6.705266,-0.0187
6.707596,0.0626
6.709926,0.29
6.714652,0.1655
6.714985,-0.045
6.716235,-0.0618
6.719392,0.101
6.721095,0.0005
6.724114,-0.1742
6.725488,-0.0689
6.728792,0.223
6.731186,0.3474
6.733315,0.1919
6.735275,0.0028
6.739688,0.0483
6.742446,0.0268
6.743939,-0.1407
6.746014,-0.1694
6.749465,0.0866
6.750013,0.2709
6.754491,0.0843
6.754809,-0.0211
6.759715,0.1632
6.760953,0.2206
6.763349,-0.0162
6.765336,-0.1623
6.767098,0.0914
6.770265,0.3427
6.775007,0.1177
6.775515,-0.1527
6.777698,-0.033
6.779287,0.1991
6.782916,0.0388
6.783937,-0.1048
6.788302,0.0268
6.78881,0.2278
6.792626,0.0914
6.795224,-0.0737
6.798062,-0.0091
6.800114,0.1608
6.803234,0.1082
6.803811,-0.0545
6.810033,0.0698
6.81073,0.2828
6.812706,0.2326
6.813265,-0.0354
6.81648,-0.1
6.818637,0.101
6.821028,0.1106
6.825957,-0.0976
6.826559,-0.1359
6.827905,0.0842
6.830573,0.2589
6.833596,0.0603
6.8365,-0.0427
6.838224,0.1727
6.845151,0.2756
6.845799,0.0842
6.846222,-0.0738
6.847781,0.01
6.850063,0.1129
6.852887,-0.0091
6.854629,-0.1073
6.857916,0.1511
6.85961,0.4144
6.864908,0.2397
6.865302,-0.0403
6.867672,-0.014
6.869098,0.1368
6.871192,-0.0043
6.874994,-0.2197
6.87657,-0.0738
6.879844,0.3163
6.881962,0.3617
6.883721,0.1416
6.886274,0.0793
6.892123,0.1918
6.892632,0.0603
6.89466,-0.1982
6.896979,-0.1431
6.898881,0.1201
6.900591,0.1895
6.90411,0.0076
6.907224,-0.0092
6.908238,0.1703
6.910203,0.1393
6.91437,-0.1766
6.915207,-0.2508
6.919693,0.1201
6.920201,0.4623
6.923166,0.2708
6.927129,0.0722
6.927741,0.132
6.93053,0.1775
6.933162,-0.0929
6.934613,-0.2795
6.940219,-0.0713
6.940794,0.2302
6.945278,0.2253
6.945959,0.1487
6.948903,0.2181
6.949494,0.2708
6.952593,0.0411
6.95459,-0.27
6.960028,-0.1288
6.962795,0.2253
6.96334,0.1943
6.963751,-0.0283
6.969561,0.0267
6.970078,0.3401
6.972285,0.2397
6.97464,-0.0499
6.983031,-0.093
6.983412,0.1583
6.983659,0.2708
6.983911,0.1056
6.988191,0.0984
6.988707,0.2444
6.995137,0.2014
6.995712,-0.0929
6.996021,-0.1623
6.999111,0.0674
7.001837,0.1775
7.003658,0.0004
7.006791,-0.0188
7.007273,0.2516
7.010449,0.4024
7.01342,0.1463
7.016236,-0.1193
7.018227,-0.0093
7.019976,0.242
7.027081,0.0865
7.027653,-0.1074
7.028038,0.0649
7.029813,0.3377
7.031949,0.1463
7.035839,-0.0715
7.036622,-0.0069
7.040001,0.1989
7.04129,0.0865
7.043889,-0.1648
7.04669,-0.0524
7.049063,0.3113
7.050842,0.2467
7.054183,-0.0141
7.05766,-0.0237
7.059556,0.1797
7.060497,0.1462
7.064135,-0.1864
7.06639,-0.1385
7.068133,0.1869
7.071139,0.2755
7.07391,0.0816
7.075814,-0.0046
7.078201,0.1462
7.080342,0.1295
7.083193,-0.1098
7.084999,-0.2103
7.089822,0.0768
7.090237,0.2563
7.09392,0.1462
7.094732,-0.0261
7.097697,0.0553
7.099475,0.1295
7.10232,-0.0404
7.104285,-0.1768
7.108369,0.0361
7.110828,0.3209
7.115016,0.1989
7.115406,0.0026
7.117161,0.06
7.119081,0.2634
7.123048,0.1654
7.125322,-0.1601
7.127577,-0.1266
7.131752,0.163
7.134152,0.1606
7.134696,-0.0189
7.13706,0.0672
7.143804,0.3352
7.14525,0.2874
7.145907,-0.0261
7.146417,-0.086
7.148171,0.1342
7.151703,0.1294
7.152831,-0.074
7.163836,-0.0333
7.164837,0.2514
7.165451,0.3208
7.165953,0.0648
7.169488,-0.074
7.170472,0.1031
7.17883,0.2155
7.179283,0.0576
7.179502,-0.1123
7.18274,0.1461
7.18312,0.3591
7.183339,0.1677
7.186593,-0.074
7.187003,0.0265
7.189785,0.1198
7.192001,-0.0118
7.196405,-0.0573
7.196858,0.1174
7.200922,0.438
7.20208,0.3662
7.2054,0.0121
7.208923,-0.0597
7.209383,0.1485
7.211944,-0.0046
7.21509,-0.2559
7.216538,-0.165
7.220339,0.2275
7.220807,0.3448
7.225216,0.1078
7.225999,0.0576
7.229806,0.249
7.231366,0.1605
7.234096,-0.1219
7.235505,-0.1434
7.238869,0.1366
7.243116,0.249
7.245093,0.0744
7.245571,0.0145
7.251117,0.2275
7.251585,0.3017
7.255324,0.0217
7.257286,-0.1697
7.264601,0.0384
7.265388,0.2155
7.265831,0.0409
7.268001,-0.0716
7.268531,0.1174
7.270831,0.2873
7.273276,0.1365
7.275743,-0.0884
7.27712,0.0097
7.281721,0.2299
7.284639,0.1437
7.285022,-0.0597
7.287254,-0.0262
7.291508,0.2227
7.294049,0.139
7.29448,-0.0549
7.297388,0.0193
7.299697,0.3328
7.303146,0.2849
7.304444,0.0073
7.308804,-0.0094
7.309358,0.1701
7.312269,0.1223
7.314273,-0.1601
7.317771,-0.1912
7.318195,0.1582
7.321981,0.3328
7.32456,0.1606
7.327015,0.0887
7.332186,0.2515
7.332645,0.2347
7.33325,-0.0524
7.336899,-0.1936
7.338373,0.0481
7.342776,0.2324
7.343496,0.0242
7.345401,-0.0596
7.347137,0.0912
7.351188,0.1893
7.35278,0.0553
7.355777,-0.1194
7.361463,0.0529
7.362009,0.34
7.362388,0.1749
7.365438,-0.1146
7.367391,-0.0739
7.370328,0.1462
7.374207,0.1869
7.374633,0.005
7.378349,0.0433
7.378829,0.2706
7.382322,0.2515
7.384828,-0.0644
7.386683,-0.1338
7.389852,-0.0165
7.390688,0.0027
7.394124,-0.1241
7.396553,-0.0213
7.3984,0.3185
7.400734,0.3209
7.403311,-0.0667
7.405632,-0.239
7.408914,0.0529
7.410715,0.2085
7.413418,-0.0021
7.415161,-0.1361
7.417868,0.084
7.420883,0.2683
7.424116,0.0625
7.425048,-0.1266
7.42842,-0.0309
7.429795,0.1534
7.432854,0.0433
7.435941,-0.0357
7.437827,0.0936
7.440784,0.2108
7.442612,-0.0045
7.44929,-0.2127
7.449874,-0.0452
7.450269,0.2443
7.453736,0.1319
7.454277,-0.062
7.461385,0.0241
7.462036,0.3256
7.462478,0.2778
7.464771,-0.0118
7.467129,-0.0548
7.469743,0.1223
7.475087,0.1103
7.475552,-0.129
7.476857,-0.184
7.478496,0.084
7.483177,0.2228
7.483551,0.0768
7.488153,0.0935
7.48853,0.3304
7.492862,0.2635
7.493635,-0.0548
7.497137,-0.1841
7.499418,0.0457
7.501991,0.2539
7.502934,0.1031
7.506728,0.0026
7.512053,0.194
7.512775,0.34
7.513208,0.084
7.516094,-0.1338
7.517693,-0.0022
7.520239,0.2706
7.523966,0.1605
7.526927,-0.0644
7.52748,-0.0261
7.533003,0.0887
7.533338,-0.0309
7.534883,-0.1649
7.539164,0.0409
7.539645,0.3759
7.544611,0.2706
7.546895,0.0911
7.547299,0.0767
7.549575,0.2155
7.554347,0.0696
7.554674,-0.2127
7.556635,-0.2271
7.560283,0.1438
7.563929,0.3065
7.564451,0.0887
7.566379,-0.0453
7.569695,0.1773
7.571554,0.2012
7.573955,-0.0213
7.578067,-0.074
7.580922,0.1151
7.581105,0.1438
7.58384,-0.1003
7.586396,-0.2152
7.588714,0.0528
7.590769,0.2586
7.593134,0.1773
7.594816,0.1102
7.597808,0.2753
7.599395,0.3304
7.602263,-0.0357
7.604339,-0.3587
7.608572,-0.2199
7.613984,0.0864
7.614373,0.1701
7.614626,0.0552
7.61922,0.1796
7.619653,0.371
7.624896,0.2538
7.625359,-0.0429
7.627259,-0.0645
7.629103,0.1557
7.634208,0.127
7.634667,-0.0262
7.638416,-0.0358
7.63889,0.1366
7.642435,0.0505
7.644871,-0.1697
7.647673,-0.1147
7.649931,0.3327
7.652052,0.6007
7.653702,0.3255
7.660776,-0.0119
7.661447,0.0169
7.66187,0.0002
7.662972,-0.2773
7.66638,-0.3181
7.668467,0.0744
7.671689,0.4357
7.674073,0.3543
7.676564,0.2227
7.678402,0.2682
7.681144,0.2969
7.682358,0.005
7.686992,-0.2391
7.687379,-0.0118
7.690354,0.2228
7.692258,0.1008
7.695713,-0.129
7.697637,0.0409
7.69966,0.3424
7.701669,0.1701
7.70608,-0.0884
7.706495,0.0026
7.712913,0.2156
7.713391,0.1223
7.71609,-0.184
7.71656,-0.2104
7.720298,0.127
7.721214,0.2515
7.724598,0.139
7.726465,0.2083
7.731985,0.3615
7.732415,0.2347
7.733799,-0.0955
7.735775,-0.2319
7.741119,-0.0309
7.741466,0.1438
7.744305,0.0098
7.745581,0.005
7.748773,0.2131
7.751295,0.2825
7.755152,-0.0189
7.755406,-0.2343
7.759415,0.0002
7.760759,0.2491
7.762927,0.1055
7.766259,-0.1099
7.768302,-0.0381
7.769946,0.0864
7.773227,-0.0452
7.774737,-0.1505
7.778494,0.0959
7.779722,0.4381
7.782253,0.3376
7.785679,0.0719
7.788154,-0.0094
7.79032,0.1007
7.79207,-0.0931
7.795419,-0.3731
7.798557,-0.2248
7.799025,0.182
7.802442,0.2826
7.804159,0.1222
7.80894,0.1341
7.809459,0.2753
7.812444,0.261
7.814494,-0.0883
7.817201,-0.275
7.818341,-0.1434
7.822292,-0.0619
7.827421,-0.1481
7.828089,-0.0429
7.8285,0.2969
7.833016,0.5123
7.833604,0.2084
7.837656,-0.0286
7.838204,0.0289
7.84212,0.0433
7.842794,-0.2486
7.84622,-0.2487
7.848525,0.2012
7.851662,0.6056
7.852245,0.3998
7.860344,-0.0381
7.861276,-0.1003
7.861901,0.0839
7.862567,-0.0189
7.866012,-0.0573
7.867074,0.1652
7.869953,0.4404
7.876118,0.2873
7.877144,-0.0788
7.877728,-0.1841
7.879492,-0.0285
7.882057,-0.0524
7.883986,-0.0811
7.886197,0.1605
7.892035,0.5243
7.893031,0.4429
7.893899,-0.0022
7.897028,-0.2343
7.900715,-0.0309
7.90169,0.0553
7.903799,-0.0332
7.909812,-0.0046
7.910665,0.2442
7.91108,0.4381
7.914546,0.1557
7.91541,-0.1075
7.918131,-0.0333
7.921808,0.096
7.924521,-0.0644
7.925668,-0.1529
7.929782,0.0624
7.930187,0.2539
7.935372,0.0577
7.935861,-0.1577
7.940229,0.0744
7.940765,0.3448
7.944307,0.1295
7.944927,-0.1864
7.949034,-0.141
7.951225,0.0888
7.953118,0.0625
7.955401,-0.062
7.961132,0.0481
7.96168,0.328
7.962293,0.2706
7.964984,0.0026
7.968022,-0.0692
7.970463,0.0887
7.9731,0.0481
7.975606,-0.0764
7.977182,0.0409
7.980903,0.3113
7.981702,0.2467
7.984954,-0.074
7.986702,-0.1506
7.989515,0.0887
7.991833,0.151
7.994572,0.0265
7.997429,0.0312
7.999585,0.3184
8.001828,0.4285
8.004607,0.0815
8.008719,-0.2558
8.009281,-0.2439
8.012059,-0.0332
8.012862,-0.0428
8.017227,0.0193
8.017954,0.3304
8.021502,0.5242
8.023588,0.2586
8.027675,-0.0621
8.028313,-0.0549
8.030791,0.0577
8.03333,-0.0811
8.037538,-0.2487
8.038095,0.0098
8.041313,0.2993
8.041908,0.2108
8.046163,-0.0237
8.046712,-0.0405
8.050757,0.194
8.052089,0.1247
8.055352,-0.1745
8.061789,-0.2247
8.062434,0.0792
8.062819,0.175
8.064887,-0.0021
8.066594,-0.0261
8.070396,0.2395
8.07116,0.1821
8.073868,-0.0883
8.076725,-0.0764
8.078542,0.1582
8.080945,0.2539
8.085005,0.0027
8.085415,-0.1984
8.090208,-0.0045
8.09065,0.1606
8.094422,0.0458
8.096423,-0.1576
8.102068,-0.0188
8.102575,0.2181
8.10443,0.0985
8.105134,-0.1409
8.108449,-0.0093
8.111591,0.2253
8.118098,0.1008
8.118682,-0.0308
8.119085,0.0864
8.119879,0.2898
8.122291,0.1869
8.125376,-0.1002
8.128549,-0.0309
8.130375,0.2563
8.133497,0.2228
8.13427,0.0481
8.138272,0.0911
8.142381,0.3448
8.143001,0.2898
8.144861,-0.0333
8.147428,-0.129
8.149886,0.0768
8.153099,0.2084
8.155347,0.1438
8.163269,0.151
8.163926,0.3352
8.164344,0.3281
8.164838,0.0266
8.167832,-0.1649
8.169274,0.0242
8.170985,0.1726
8.173913,0.0602
8.175705,0.0099
8.182373,0.1606
8.182764,0.3162
8.183027,0.1224
8.186962,-0.2174
8.188381,-0.0666
8.190737,0.1536
8.19609,0.0698
8.196556,-0.0547
8.198112,0.065
8.2008,0.254
8.202914,0.1392
8.20635,-0.1671
8.209878,-0.1073
8.210609,0.1632
8.211746,0.1488
8.215317,-0.0235
8.216636,0.0195
8.221105,0.2301
8.22155,0.1488
8.229848,-0.1958
8.23032,-0.1121
8.230659,0.144
8.23107,0.1799
8.234742,-0.0212
8.237083,-0.0427
8.239664,0.0338
8.245868,0.1439
8.246481,-0.0355
8.246878,-0.1002
8.249748,0.2109
8.250464,0.3951
8.254767,0.1439
8.257218,-0.0596
8.261044,0.0338
8.265427,0.1391
8.265844,-0.0116
8.26614,-0.0978
8.269846,0.1726
8.270307,0.4071
8.276315,0.2204
8.277061,-0.0332
8.279203,0.0098
8.279784,0.1845
8.284037,0.0673
8.285392,-0.117
8.287598,0.0553
8.293443,0.3568
8.294146,0.2587
8.29455,-0.0524
8.298911,-0.0381
8.299488,0.151
8.304511,0.2228
8.305131,0.0074
8.308875,0.0648
8.310207,0.3304
8.313265,0.3089
8.313832,0.0026
8.318729,-0.1362
8.319327,0.0863
8.322833,0.151
8.3284,0.0121
8.329065,0.048
8.329489,0.3351
8.332839,0.3806
8.33497,0.0624
8.337801,-0.1291
8.338321,0.0145
8.344754,0.1725
8.345336,0.0576
8.345916,0.0193
8.347984,0.2323
8.350692,0.3041
8.35258,0.0337
8.357244,-0.2104
8.357704,-0.1242
8.361038,0.084
8.364542,0.0002
8.366067,-0.1314
8.368143,0.0839
8.371338,0.2969
8.373222,0.1725
8.377075,-0.0907
8.377653,-0.0285
8.381325,0.2562
8.381823,0.1653
8.386555,-0.0668
8.387038,-0.074
8.391402,0.1677
8.393413,0.1797
8.39593,-0.1027
8.400798,-0.1649
8.401329,0.1103
8.402115,0.151
8.403796,-0.0716
8.407156,-0.153
8.409615,0.0839
8.412833,0.1581
8.414882,-0.0955
8.416311,-0.153
8.418459,0.072
8.420492,0.1605
8.426003,-0.1099
8.426331,-0.1937
8.431005,0.115
8.431334,0.3926
8.434569,0.2466
8.434883,-0.0143
8.439362,0.0288
8.442797,0.1318
8.443187,-0.1171
8.445762,-0.354
8.451335,-0.165
8.451693,0.2323
8.454579,0.3016
8.454963,0.1915
8.45926,0.225
8.459778,0.3112
8.463507,0.0648
8.465343,-0.2918
8.467702,-0.1554
8.469859,0.2035
8.475286,0.2418
8.475881,0.0767
8.478471,0.091
8.479034,0.3399
8.482717,0.2849
8.484576,-0.0453
8.490085,-0.1028
8.490574,0.1605
8.493702,0.2227
8.496894,0.0002
8.49777,-0.0597
8.498284,0.1509
8.50226,0.2634
8.502787,0.0624
8.508481,0.0408
8.509168,0.1796
8.513474,0.2634
8.514,0.0528
8.516355,-0.1267
8.517657,0.0145
8.52114,0.2227
8.525317,0.0552
8.525994,-0.098
8.531802,0.0528
8.532332,0.3351
8.532896,0.2275
8.536268,-0.0765
8.538041,-0.0884
8.541685,0.1485
8.544375,0.06
8.544936,-0.1171
8.547565,-0.0334
8.550641,0.1677
8.553232,0.1007
8.555132,-0.0788
8.561772,-0.0166
8.562855,0.2944
8.563553,0.2992
8.564199,-0.0023
8.566233,-0.0047
8.569734,0.1843
8.571233,0.1222
8.57579,-0.1985
8.577071,-0.244
8.578756,0.1509
8.580775,0.4237
8.583436,0.2298
8.586307,0.0599
8.592089,0.1652
8.593068,0.1317
8.593774,-0.1411
8.595277,-0.2129
8.600043,0.079
8.602125,0.3925
8.60381,0.2442
8.606306,0.0695
8.60924,0.1269
8.610154,0.2226
8.614404,-0.0573
8.614725,-0.2607
8.618023,-0.0597
8.620879,0.3471
8.623887,0.3327
8.624722,0.0934
8.630044,0.0455
8.630384,0.1891
8.631881,-0.0429
8.635217,-0.2368
8.638239,-0.1267
8.641908,0.2657
8.642439,0.3375
8.644848,0.1221
8.649203,0.012
8.649628,0.1532
8.652453,0.0743
8.654711,-0.1315
8.661427,-0.1148
8.662048,0.2035
8.662431,0.3423
8.66435,0.0503
8.667023,-0.1531
8.668448,-0.0094
8.67218,0.1102
8.674641,-0.0501
8.677335,-0.0501
8.678659,0.2011
8.682204,0.4141
8.684138,0.1413
8.685505,-0.1076
8.688861,-0.0142
8.690971,0.06
8.692549,-0.0572
8.696229,-0.1315
8.697929,0.0839
8.701012,0.3878
8.703251,0.1844
8.708146,-0.129
8.708753,-0.1243
8.710879,0.0696
8.713206,0.0122
8.716297,-0.1075
8.717281,0.06
8.721939,0.3998
8.72249,0.2897
8.731481,-0.0572
8.732131,-0.1027
8.732535,0.0505
8.733032,0.0745
8.734663,-0.0668
8.737624,0.005
8.739256,0.3376
8.741486,0.3926
8.74429,0.0767
8.748788,-0.086
8.749178,0.0409
8.751317,0.0984
8.753886,-0.0979
8.758112,-0.1601
8.758692,0.127
8.760587,0.2946
8.764136,0.1055
8.765801,-0.0142
8.768422,0.1916
8.770282,0.3209
8.773545,0.0218
8.775558,-0.1625
8.778819,0.0505
8.781122,0.2682
8.783258,0.1366
8.785066,-0.05
8.787313,0.0385
8.790707,0.2348
8.79235,0.0601
8.797965,-0.3179
8.798246,-0.2126
8.800928,0.1822
8.802796,0.2157
8.80544,-0.0069
8.807859,0.0792
8.809687,0.2922
8.813971,0.1152
8.814341,-0.2796
8.817615,-0.2868
8.818717,0.0362
8.82237,0.1655
8.825791,0.0673
8.828031,0.1606
8.829859,0.3784
8.832019,0.3138
8.833525,-0.1743
8.837357,-0.4328
8.841368,-0.1791
8.8419,0.0507
8.844376,0.0124
8.846785,0.0338
8.848121,0.2779
8.851847,0.3904
8.854566,-0.0331
8.861352,-0.3801
8.86199,-0.2269
8.867888,-0.0043
8.868549,-0.0977
8.869107,-0.0761
8.869473,0.211
8.870813,0.4024
8.873577,0.2493
8.874839,-0.0594
8.877321,-0.0163
8.880117,0.1871
8.883007,0.0914
8.88697,-0.1359
8.887332,-0.0689
8.890357,0.247
8.891642,0.3307
8.894854,0.2063
8.898011,0.2852
8.900201,0.5747
8.901854,0.4718
8.903712,0.0938
8.907944,-0.0761
8.909514,0.0172
8.911712,0.0938
8.915274,-0.0426
8.915959,0.0363
8.919522,0.3498
8.920794,0.5388
8.924998,0.2182
8.9267,0.0004
8.928216,0.1248
8.930475,0.2158
8.933213,0.0195
8.93585,-0.0355
8.944734,0.3305
8.945387,0.5555
8.945825,0.3114
8.946262,0.0194
8.949192,0.1606
8.949925,0.2325
8.954289,0.0219
8.959382,-0.1121
8.963719,0.132
8.964137,0.3019
8.964602,0.1248
8.96507,-0.1575
8.968508,-0.1288
8.969486,0.1057
8.974121,0.0339
8.974656,-0.1288
8.978361,-0.0044
8.979919,0.2349
8.982791,0.1799
8.984785,-0.0618
8.986621,-0.1025
8.989672,0.1105
8.991926,0.0388
8.993803,-0.2006
8.996322,-0.0929
8.998349,0.2349
9.00093,0.345
9.003237,0.0698
9.006855,-0.191
9.008859,-0.0857
9.010942,-0.0449
9.013708,-0.2603
9.016885,-0.289
9.018652,0.0603
9.02056,0.3714
9.02655,0.1369
9.026956,-0.1287
9.027659,-0.0809
9.030541,0.0125
9.032283,-0.1359
9.036637,-0.1957
9.037157,0.1082
9.043691,0.4408
9.044222,0.2757
9.045347,-0.0522
9.046922,-0.0809
9.049723,0.113
9.051961,-0.009
9.056593,-0.1885
9.057186,0.0076
9.061368,0.3761
9.061817,0.3091
9.064599,-0.057
9.066475,-0.191
9.069527,0.0579
9.072523,0.0794
9.075284,-0.0618
9.07616,0.0554
9.080002,0.3761
9.081674,0.3378
9.08393,-0.0187
9.087012,-0.2054
9.092008,0.0196
9.092535,0.1871
9.093648,0.0698
9.096207,0.1464
9.09988,0.3497
9.100468,0.3809
9.10526,0.0363
9.105794,-0.2484
9.110492,-0.0929
9.112122,0.211
9.113387,0.2038
9.115147,0.1129
9.117837,0.187
9.119997,0.2421
9.12424,0.0028
9.127721,-0.2389
9.128329,-0.0522
9.130925,0.29
9.133091,0.2373
9.135261,0.0387
9.13801,0.1296
9.142245,0.2397
9.142872,0.0316
9.144194,-0.2867
9.147572,-0.1982
9.149674,0.2182
9.153215,0.3282
9.153779,0.0985
9.162487,0.0458
9.16309,0.2133
9.163508,0.0818
9.163836,-0.282
9.171035,-0.2844
9.171592,0.1177
9.172,0.2564
9.174891,0.0674
9.18014,0.0147
9.180552,0.2061
9.181157,0.1966
9.185067,-0.0499
9.186537,-0.2198
9.189241,0.0578
9.191458,0.2564
9.1949,0.0243
9.195447,-0.1169
9.197643,0.0267
9.201788,0.1871
9.203478,0.0507
9.205794,-0.1527
9.207901,0.0315
9.211625,0.3283
9.212597,0.1249
9.21594,-0.0714
9.217573,0.0315
9.22028,0.2158
9.22293,0.1033
9.226283,-0.148
9.227451,-0.0786
9.229748,0.2947
9.231762,0.2995
9.234952,0.0626
9.237114,0.0266
9.23936,0.2205
9.247057,0.1558
9.247346,-0.16
9.247526,-0.2007
9.249359,0.1726
9.251226,0.2779
9.256878,0.1056
9.257226,0.0816
9.258475,0.2922
9.260501,0.2324
9.263067,-0.1002
9.265838,-0.2533
9.268566,0.0386
9.270281,0.3234
9.272946,0.2229
9.27515,0.0936
9.278716,0.23
9.280003,0.297
9.283046,-0.0403
9.284785,-0.3251
9.288214,-0.093
9.289721,0.2253
9.292991,0.1081
9.29467,-0.0236
9.297154,0.1319
9.300107,0.2731
9.301939,0.0673
9.306271,-0.1815
9.30733,-0.0906
9.309308,0.2851
9.312551,0.2923
9.315557,0.0266
9.316799,0.005
9.318862,0.1582
9.323224,0.0625
9.32393,-0.1816
9.327113,-0.1577
9.328603,0.2084
9.331787,0.2683
9.333458,0.0505
9.336759,-0.0142
9.340569,0.1103
9.344073,0.1031
9.344374,-0.1673
9.347588,-0.2128
9.34927,0.1342
9.35073,0.34
9.353925,0.1629
9.358133,0.0408
9.360296,0.1796
9.366795,0.2538
9.367085,0.0217
9.367277,-0.1697
9.368529,0.0313
9.370638,0.2539
9.379388,0.1103
9.379808,-0.1314
9.38001,-0.0213
9.380202,0.2204
9.382434,0.1104
9.384859,-0.105
9.387552,0.0649
9.391293,0.3712
9.394011,0.2683
9.395286,-0.038
9.397461,-0.0811
9.400325,0.1415
9.401623,0.053
9.40418,-0.1361
9.407483,-0.0236
9.413896,0.3808
9.414167,0.3329
9.414365,0.0147
9.415971,-0.1433
9.418548,0.0147
9.422181,0.0387
9.42442,-0.1599
9.427198,-0.1265
9.428392,0.2133
9.4312,0.3808
9.433609,0.0961
9.435324,-0.081
9.438798,0.0937
9.440822,0.2085
9.442735,0.0075
9.445222,-0.1121
9.447662,0.0817
9.449905,0.2779
9.452903,0.1416
9.455101,-0.093
9.458029,0.0243
9.459988,0.242
9.463328,0.0602
9.465038,-0.148
9.467726,-0.0092
9.46974,0.2732
9.472846,0.1392
9.474174,-0.0523
9.47777,0.0291
9.481811,0.2947
9.482125,0.199
9.484477,-0.0595
9.487985,0.0123
9.489852,0.2468
9.492433,0.2277
9.494415,-0.038
9.497195,-0.0643
9.498642,0.2109
9.502558,0.2803
9.503998,-0.0188
9.50677,-0.1337
9.508289,0.0889
9.511816,0.1679
9.513508,-0.0427
9.516476,-0.0404
9.519272,0.2803
9.520786,0.4598
9.525195,0.2037
9.525802,0.0003
9.529568,0.1008
9.531324,0.1846
9.533271,-0.069
9.536221,-0.2269
9.538563,-0.0235
9.541421,0.2971
9.54236,0.2397
9.547793,0.0721
9.54814,0.1511
9.549912,0.2947
9.553108,0.0124
9.558077,-0.325
9.558465,-0.2556
9.560217,0.077
9.565631,0.1225
9.565976,0.0124
9.566837,0.1798
9.571391,0.3521
9.571852,0.223
9.576178,-0.0953
9.57657,-0.1264
9.579976,0.1559
9.582251,0.2588
9.58461,0.0602
9.588598,0.053
9.591182,0.3186
9.591562,0.199
9.599067,-0.1934
9.599533,-0.3131
9.599866,0.0291
9.601381,0.2875
9.604007,0.1918
9.60632,0.1607
9.610208,0.3329
9.610753,0.3593
9.614179,-0.0211
9.615356,-0.3178
9.618062,-0.136
9.619901,0.1201
9.623186,0.0938
9.626502,0.0339
9.627603,0.2947
9.630944,0.4646
9.6329,0.1799
9.635464,-0.1862
9.638122,-0.1599
9.641482,0.0962
9.642187,0.022
9.644327,-0.0594
9.648073,0.0985
9.650264,0.4335
9.652923,0.3522
9.655875,0.0315
9.663428,-0.0762
9.664052,0.1153
9.664442,0.0914
9.66491,-0.191
9.667135,-0.1097
9.668746,0.2229
9.674369,0.2995
9.674956,0.0506
9.677368,-0.0643
9.678423,0.0578
9.681872,0.1368
9.683553,-0.093
9.686494,-0.1385
9.689577,0.2228
9.691993,0.4286
9.693541,0.1535
9.697457,-0.1361
9.699411,-0.0404
9.701642,0.0554
9.703771,-0.1097
9.707076,-0.1887
9.707552,0.1176
9.711003,0.4765
9.713488,0.3282
9.717727,0.0362
9.718272,-0.0331
9.722714,0.022
9.723258,-0.1574
9.732895,-0.3776
9.73356,-0.1981
9.733979,0.235
9.734378,0.3307
9.738595,0.1248
9.739182,0.2181
9.747229,0.4479
9.747888,0.235
9.74831,-0.1575
9.748764,-0.2843
9.754335,-0.0067
9.754821,0.113
9.755093,-0.0115
9.759228,0.0459
9.759697,0.3642
9.761717,0.4049
9.763959,0.0459
9.766217,-0.1671
9.769546,0.01
